"","user.self","sys.self","elapsed","user.child","sys.child","Model"
"boruta.time25",9.61099999999999,0.38,5.96100000000001,0,0,"Boruta"
"vsurf.time25",5.40500000000003,0.381,92.178,0.0100000000000051,0.0130000000000003,"VSURF"
"varselrf.time25",6.05899999999997,0.0289999999999999,10.5700000000001,0,0,"VarSelRF"
"pimp.time25",0.0240000000000009,0.0179999999999998,17.78,17.067,0.47,"PIMP"
"aucrf.time25",0.87700000000001,0.0329999999999995,1.71299999999997,0,0,"AUCRF"
"efs.time25",15.336,0.173,31.6119999999999,0,0,"EFS"
"rfe.time25",0.314000000000021,0.00499999999999901,0.778999999999996,0,0,"RFE"
"vita.time25",1.16500000000002,0.0800000000000001,2.77199999999993,0,0,"Vita"
"perm.time25",0.25200000000001,0.00300000000000011,0.491999999999962,0,0,"Perm"
"binom.rf.time26",0.233000000000004,0.00199999999999978,0.534999999999968,0,0,"BinomialRF"
"boruta.time26",9.85599999999999,0.324,6.577,0,0,"Boruta"
"vsurf.time26",2.691,0.153,86.717,0.0100000000000051,0.0129999999999999,"VSURF"
"varselrf.time26",6.30400000000003,0.032,11.145,0,0,"VarSelRF"
"pimp.time26",0.0230000000000246,0.0199999999999996,15.6869999999999,17.065,0.451,"PIMP"
"aucrf.time26",0.927999999999997,0.0329999999999995,1.79899999999998,0,0,"AUCRF"
